isbn,title,author,pub,category,average_rating
0553573616,My Point...And I Do Have One,ELLEN DEGENERES,Bantam,['Biography & Autobiography'],3.0
0515101230,The Cat Who Went Underground,Lilian Jackson Braun,Jove Books,unknown,4.0
0515129941,The Cat Who Robbed a Bank (Cat Who... (Paperback)),Lilian Jackson Braun,Jove Books,['Fiction'],3.0
0671039946,Ice (Shooting Stars),V.C. Andrews,Pocket,unknown,3.0
0671039954,Rose,V.C. Andrews,Pocket,['Fiction'],3.0
0786014245,She Loves Me Not,Wendy Corsi Staub,Pinnacle Books,['Fiction'],3.0
0812551478,"Blood of the Fold (Sword of Truth, Book 3)",Terry Goodkind,Tor Fantasy,['Fiction'],5.0
0553209671,Sophies Choice,William Styron,Bantam Doubleday Dell,"['Brooklyn (New York, N.Y.)']",5.0
0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,Dell,['Fiction'],3.0
0006547834,Miss Smillas Feeling for Snow,Peter Hoeg,Flamingo,unknown,3.6666666666666665
0553274325,Johnny Got His Gun,Dalton Trumbo,Bantam Books,unknown,5.0
0786861347,Don't Stand Too Close to a Naked Man,Tim Allen,Hyperion Books,['Humor'],5.0
0553580191,Seize the Night,DEAN KOONTZ,Bantam,['Fiction'],4.0
0440442508,Johnny Tremain (Yearling Newbery),Esther Forbes,Yearling Books,['Juvenile Fiction'],3.0
0064400859,Dragonwings : Golden Mountain Chronicles: 1903 (Golden Mountain Chronicles),Laurence Yep,HarperTrophy,['Juvenile Fiction'],5.0
0064400565,Stuart Little,E. B. White,HarperTrophy,unknown,5.0
0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,Scholastic,['Juvenile Fiction'],4.0
0345379365,Remember,Barbara Taylor Bradford,Ballantine Books,unknown,3.0
0375758232,Paris to the Moon,Adam Gopnik,Random House Trade,['Biography & Autobiography'],5.0
0451172817,Needful Things,Stephen King,Signet Book,['Fiction'],4.4
0671886665,A Cry In The Night,Mary Higgins Clark,Pocket,['Fiction'],5.0
0440487617,A Wind in the Door,Madeleine L'Engle,Yearling Books,['Juvenile Fiction'],4.2
0767915062,Bill Bryson's African Diary,BILL BRYSON,Broadway,['Biography & Autobiography'],4.0
1583224890,9-11,Noam Chomsky,Seven Stories Press,['Political Science'],3.0
074322423X,Self Matters : Creating Your Life from the Inside Out,Phillip C. McGraw,Free Press,['Business & Economics'],5.0
0060958014,Coastliners : A Novel,Joanne Harris,Perennial,unknown,4.0
051513595X,The Arraignment,Steve Martini,Jove Pubns,['Fiction'],4.0
044021680X,Gai-Jin: A Novel of Japan,James Clavell,Dell Publishing Company,['Fiction'],3.5
0440120500,The Dirty Duck,Martha Grimes,Dell Publishing Company,unknown,3.0
0743211375,From a Buick 8 : A Novel,Stephen King,Scribner,['Fiction'],4.2
0446606251,Snow in August,Pete Hamill,Warner Books,unknown,4.0
0446515078,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,Warner Books Inc,unknown,3.0
0060511508,The Further Observations of Lady Whistledown,Julia Quinn,Avon,['Fiction'],3.5
0425130711,Cold Fire,Dean R. Koontz,Berkley Publishing Group,['Fiction'],4.333333333333333
0385317093,Granny Dan,DANIELLE STEEL,Delacorte Press,['Fiction'],4.0
080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,Ballantine Books,['Fiction'],4.333333333333333
0439420105,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,Scholastic,unknown,5.0
0812511751,The Elvenbane (Halfblood Chronicles),Andre Norton,Tor Books,['Fiction'],5.0
067172262X,Hamlet,William Shakespeare,Washington Square Press,unknown,5.0
055314300X,Bourne Identity,Robert Ludlum,Bantam Doubleday Dell,unknown,4.0
0060925752,Soul Mates,Thomas Moore,Perennial,unknown,4.0
042518045X,Unraveled Sleeve (Needlecraft Mysteries),Monica Ferris,Berkley Publishing Group,unknown,4.5
0425145638,Fatal Cure,Robin Cook,Berkley Publishing Group,unknown,3.6666666666666665
140003065X,A Fine Balance,Rohinton Mistry,Vintage Books USA,unknown,4.333333333333333
0553260960,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",Jean M. Auel,Bantam Books,unknown,5.0
0553801376,One Door Away from Heaven,Dean R. Koontz,Bantam Books,['Fiction'],5.0
0671733893,"Q-In-Law (Star Trek The Next Generation, No 18)",Peter David,Star Trek,['Fiction'],4.0
0671700103,"The Eyes of the Beholders (Star Trek: The Next Generation, No. 13)",A.C. Crispin,Star Trek,['Fiction'],4.0
0807508527,"The Boxcar Children (Boxcar Children, No 1)",Gertrude Chandler Warner,Albert Whitman &amp; Company,unknown,4.4
037582233X,Stargirl,JERRY SPINELLI,Knopf Books for Young Readers,unknown,5.0
0380769557,Autumn Lover,Elizabeth Lowell,Avon,['Fiction'],1.0
0671011367,Deja Dead,Kathy Reichs,Pocket,unknown,4.0
0515136549,The Sherbrooke Twins,Catherine Coulter,Jove Books,['Fiction'],5.0
0380814811,Home for the Holidays,Johanna Lindsey,Avon,['Fiction'],4.0
0671034057,Now You See Her,Linda Howard,Pocket Books,unknown,4.0
0671568841,All the Queen's Men,Linda Howard,Pocket Star,['Fiction'],4.0
0671027573,Mr. Perfect,Linda Howard,Pocket Star,['Fiction'],4.2
055358068X,The Least Likely Bride,Jane Feather,Bantam,['Fiction'],4.5
0553569910,The Ugly Duckling,Iris Johansen,Bantam Books,['Fiction'],4.2
0553578685,The Third Victim,LISA GARDNER,Bantam,unknown,4.0
0743418204,In Her Shoes : A Novel,Jennifer Weiner,Washington Square Press,['Fiction'],4.5
0553574639,The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,Bantam Books,['Fiction'],4.0
0060512822,The Poisonwood Bible,Barbara Kingsolver,HarperTorch,['Fiction'],5.0
0786866845,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,Miramax,unknown,4.5
0330335278,Foetal Attraction,Kathy Lette,McClelland &amp; Stewart Ltd,unknown,3.0
0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,Regan Books,['Fiction'],5.0
0374527229,Ex Libris : Confessions of a Common Reader,Anne Fadiman,"Farrar, Straus and Giroux",['Literary Collections'],3.0
0312253435,The Cassandra Compact: A Covert-One Novel,Robert Ludlum,St. Martin's Press,unknown,4.0
0385337477,Lord John and the Private Matter,Diana Gabaldon,Delacorte Press,['Fiction'],5.0
0345409329,"Blood and Gold (Rice, Anne, Vampire Chronicles.)",Anne Rice,Ballantine Books,['Fiction'],4.0
0446519790,Unspeakable,Sandra Brown,Replica Books,['Fiction'],3.5
0330253603,Wilt,Tom Sharpe,Pan Books in association with Secker &amp; Warburg,unknown,4.0
044011585X,Crossings,DANIELLE STEEL,Dell,['Fiction'],4.0
0440200563,Fine Things,Danielle Steel,Dell,['Fiction'],3.8
0425080021,Dune,Frank Herbert,Berkley Publishing Group,['Dune (Imaginary place)'],5.0
042511984X,The Face of Fear,Dean R. Koontz,Berkley Publishing Group,['Fiction'],4.25
0060393823,Lost,Gregory Maguire,ReganBooks,unknown,4.0
0812508645,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,Tor Books,['Fiction'],3.0
0671743058,Boy's Life,Robert McCammon,Pocket,unknown,4.0
0812580346,Flashforward,Robert J. Sawyer,Tor Science Fiction,['Fiction'],5.0
0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,Touchstone,['Fiction'],4.0
080411109X,The Hundred Secret Senses,Amy Tan,Ivy Books,['Fiction'],4.666666666666667
0425081818,The Talisman,Stephen King,Berkley Publishing Group,unknown,3.5
0553213172,Anne of the Island,Lucy Maud Montgomery,Bantam Classics,unknown,4.5
0060931418,Their Eyes Were Watching God,Zora Neale Hurston,Perennial,['Fiction'],5.0
0515136557,The Cat Who Brought Down the House,Lilian Jackson Braun,Jove Books,['Fiction'],5.0
3257227264,Die HÃ?Â¤upter meiner Lieben.,Ingrid Noll,Diogenes Verlag,['Detective and mystery stories'],3.0
3442429552,Die Puppenspieler,Tanja Kinkel,Goldmann Verlag,unknown,3.0
0020198906,Joshua,Joseph F Girzone,Macmillan,['Catholic Church'],4.0
0140089225,The Bone People,Keri Hulme,Penguin Books,['Fiction'],5.0
0385425473,Wild Swans: Three Daughters of China,JUNG CHANG,Anchor,['Biography & Autobiography'],3.0
0821769367,The Night Before,Lisa Jackson,Zebra Books,['Fiction'],4.0
0440221919,The Blood Countess: A Novel,Andrei Codrescu,Dell,unknown,4.0
051512558X,The Overseer,Jonathan Rabb,Jove Books,['Fiction'],4.0
0515132136,The Jury,Steve Martini,Jove Books,['Fiction'],3.0
0805059555,"\O\"" Is for Outlaw""",Sue Grafton,Henry Holt &amp; Company,['Fiction'],3.0
0805036504,N Is for Noose (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,Henry Holt &amp; Company,['Fiction'],4.0
0671024183,Morgan's Run,Colleen McCullough,Pocket,unknown,5.0
0380782332,Kiss an Angel,Susan Elizabeth Phillips,Avon,['Fiction'],4.0
0743428625,Celeste (Gemini),V.C. Andrews,Pocket Star,['Fiction'],5.0
0312974256,Welcome to Temptation,Jennifer Crusie,St. Martin's Paperbacks,['Fiction'],3.5
0679425268,Sole Survivor,DEAN KOONTZ,Knopf,['Fiction'],4.0
0446608815,Pop Goes the Weasel,James Patterson,Warner Vision,['Fiction'],3.0
0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,Jove Books,['Fiction'],4.333333333333333
0440984696,Tiger Eyes,Judy Blume,Laure Leaf,['Juvenile Fiction'],4.0
0515114006,Private Scandals,Nora Roberts,Jove Books,['Fiction'],4.333333333333333
0375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,Alfred A. Knopf,['Fiction'],4.0
0399149392,Chesapeake Blue (Quinn Brothers (Hardcover)),Nora Roberts,Putnam Publishing Group,['Fiction'],4.0
0451523385,Wuthering Heights (Signet Classic),Emily Bronte,Signet Book,['Audiobooks'],3.0
0140440224,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,Penguin USA (Paper),unknown,5.0
0316769495,Franny and Zooey,J.D. Salinger,"Little, Brown",unknown,5.0
0670880728,Bridget Jones's Diary,Helen Fielding,Viking Books,['Fiction'],3.75
0385472943,The Runaway Jury,JOHN GRISHAM,Doubleday,['Fiction'],4.0
0142003727,Revenge of the Middle-Aged Woman,Elizabeth Buchan,Penguin USA (Paper),['Fiction'],4.0
0553581767,Manhattan Is My Beat,JEFFERY DEAVER,Bantam,['Fiction'],3.0
0553801341,From the Corner of His Eye,Dean R. Koontz,Bantam Books,['Fiction'],5.0
0671039725,Carrie,Stephen King,Pocket,['Fiction'],3.5
0345422317,The Genesis Code,John Case,Ballantine Books,['Fiction'],4.0
0451142934,Skeleton Crew,Stephen King,New Amer Library,unknown,4.25
0786862564,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,Hyperion Press,['Health & Fitness'],2.5
0451408462,Drop Dead Gorgeous,Heather Graham,Onyx Books,unknown,3.0
0440173922,The Ring,Danielle Steel,Dell,['Fiction'],3.5
1551668084,Storm Warning,Dinah Mccall,Mira,['Fiction'],4.0
0671042513,The Last Chance Cafe : A Novel,Linda Lael Miller,Pocket Star,['Fiction'],4.0
0425104346,Darkfall,Dean R. Koontz,Berkley Publishing Group,['Fiction'],5.0
0440237556,The Dark Highlander,Karen Marie Moning,Dell Publishing Company,['Large type books'],5.0
0373226144,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)",Caroline Burnes,Harlequin,['Fiction'],4.333333333333333
0446520802,The Notebook,Nicholas Sparks,Warner Books,unknown,4.333333333333333
0425168468,Practical Magic,Alice Hoffman,Berkley Publishing Group,['Fiction'],4.0
0515130966,Riptide,Catherine Coulter,Jove Books,unknown,5.0
0440206146,Black Sunday,Thomas Harris,Dell Publishing Company,['Fiction'],4.0
0684195976,BODY FARM,Patricia Cornwell,Scribner,unknown,4.5
0440236754,Sunset in St. Tropez,Danielle Steel,Dell Publishing Company,['Fiction'],2.5
0451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,Signet Book,['Fiction'],3.6666666666666665
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,New American Library,unknown,4.5
0020199600,GREAT GATSBY (REISSUE),F. Scott Fitzgerald,Scribner Paper Fiction,unknown,5.0
0553560441,The Road to Omaha,Robert Ludlum,Bantam Books,['Fiction'],3.5
0449217264,Alaska,James A. Michener,Fawcett Books,unknown,3.6666666666666665
0345298349,Gorky Park,Martin Cruz Smith,Ballantine Books,['Fiction'],4.0
0140276904,Jemima J,Jane Green,Penguin Putnam~trade,['Fiction'],3.5
3404148665,Illuminati.,Dan Brown,LÃ?Â¼bbe,unknown,5.0
1551666650,Hurricane Bay,Heather Graham,Mira Books,['Fiction'],3.0
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,Health Communications,['Biography & Autobiography'],4.0
0553230212,Parsifal Mosaic,Robert Ludlum,Bantam Doubleday Dell,unknown,4.0
0440118700,Cry for the Strangers,John Saul,Dell,['Fiction'],5.0
0553800949,Final Target,Iris Johansen,Bantam Books,['Fiction'],4.666666666666667
0349105715,Complicity,Iain Banks,Firebird Distributing,['Detective and mystery stories'],5.0
0140124381,Better Than Life,Doug Naylor,Penguin Books Ltd,unknown,2.5
0140441654,Utopia (Penguin Classics),Thomas More,Penguin Books,unknown,5.0
0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,St. Martin's Paperbacks,['Fiction'],4.666666666666667
0440236169,Birdman,Mo Hayder,Dell Publishing Company,unknown,4.5
0679723110,Grendel,John Champlin Gardner,Vintage Books USA,['Fiction'],4.25
037325024X,Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff,Red Dress Ink,unknown,4.0
0061044431,The Salaryman's Wife (Children of Violence Series),Sujata Massey,HarperTorch,['Fiction'],4.0
0061057894,Acorna: The Unicorn Girl (Acorna (Paperback)),Anne McCaffrey,Eos,unknown,4.0
078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,Carroll &amp; Graf Publishers,unknown,4.0
0393315606,Morality Play,Barry Unsworth,W. W. Norton &amp; Company,['Fiction'],3.0
0449908798,Duplicate Keys,Jane Smiley,Ballantine Books,['Fiction'],4.0
0446675059,The Honk and Holler Opening Soon,Billie Letts,Warner Books,['Fiction'],4.0
0375411550,The Bluest Eye,Toni Morrison,Knopf,['Fiction'],3.0
0679774025,All over but the Shoutin',Rick Bragg,Vintage Books USA,['BIOGRAPHY & AUTOBIOGRAPHY'],4.5
0452284937,Girl With a Pearl Earring,Tracy Chevalier,Plume Books,unknown,4.0
1573222267,Blue Shoe,Anne Lamott,Riverhead Books,['Fiction'],5.0
0316781010,Fortune's Rocks: A Novel,Anita Shreve,Back Bay Books,['Fiction'],4.0
0345460359,Drowning Ruth,CHRISTINA SCHWARZ,Ballantine Books,['Fiction'],3.0
0064400018,Little House in the Big Woods,Laura Ingalls Wilder,HarperTrophy,['Juvenile Fiction'],5.0
0380698714,Sideways Stories from Wayside School (Wayside School),Louis Sachar,HarperTrophy,['Juvenile Fiction'],4.666666666666667
0804102988,Sarum: The Novel of England,Edward Rutherford,Ivy Books,unknown,5.0
0440150167,Love and War,John Jakes,Dell Publishing Company,['Fiction'],4.0
0425154882,Carriers,Patrick Lynch,Berkley Publishing Group,unknown,5.0
0345404769,Silent Witness,RICHARD NORTH PATTERSON,Ballantine Books,['Fiction'],3.0
0425158594,Demon Seed,Dean R. Koontz,Berkley Publishing Group,['Fiction'],3.2
0448095017,"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",Carolyn Keene,Grosset &amp; Dunlap,['Juvenile Fiction'],3.6666666666666665
1558745017,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,Health Communications,['Religion'],4.5
0385319207,One True Thing,Anna Quindlen,Delta Trade Paperbacks,['Fiction'],4.5
0060915188,An American Childhood,Annie Dillard,Perennial,['Biography & Autobiography'],5.0
0425163407,Unnatural Exposure,Patricia Daniels Cornwell,Berkley Publishing Group,['Fiction'],4.0
0671873199,All That Glitters (Landry),V.C. Andrews,Pocket,['Fiction'],2.6666666666666665
0515099546,The Cat Who Sniffed Glue,Lilian Jackson Braun,Jove Books,['Fiction'],3.5
0812542835,Reliquary,Douglas Preston,Tor Books,['Fiction'],4.0
0553575937,Jane and the Unpleasantness at Scargrave Manor: Being the First Jane Austen Mystery (Jane Austen Mysteries (Paperback)),Stephanie Barron,Bantam Books,['Fiction'],4.0
0743410181,Temptation,Jude Deveraux,Pocket Books,['Fiction'],5.0
0671502522,A Holiday Of Love,Judith McNaught,Pocket,['Fiction'],4.0
0671744623,The Heiress,Jude Deveraux,Pocket,['Fiction'],5.0
0330294911,Man Who Mistook His Wife for a Hat,Oliver Sacks,Pan Books Ltd,unknown,3.5
0451160533,She Who Remembers,Linda Lay Shuler,Signet Book,unknown,5.0
0395927218,The Namesake,Jhumpa Lahiri,Houghton Mifflin Company,unknown,5.0
006039384X,Mirror Mirror: A Novel,Gregory Maguire,Regan Books,['Fiction'],2.0
0515133876,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Jove Books,unknown,3.75
0515134465,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Jove Books,['Fiction'],4.666666666666667
051513452X,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Jove Books,['Fiction'],5.0
051513449X,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Jove Books,['Fiction'],4.0
0553212737,Emma,JANE AUSTEN,Bantam,['Fiction'],5.0
055356983X,Anne Frank's Tales from the Secret Annex,Anne Frank,Bantam Books,['Amsterdam (Netherlands)'],3.0
0345260791,Star wars: From the adventures of Luke Skywalker : a novel,George Lucas,Ballantine Books,"['Kenobi, Obi-Wan (Fictitious character)']",4.5
0425195449,Naked Prey (Prey),John Sandford,Berkley Publishing Group,['Fiction'],4.0
2290311782,Je Voudrais Que Quelqu'un M'Attende Quelque Part,Anna Gavalda,Editions J'Ai Lu,unknown,4.0
1550544683,Jade Peony,Wayson Choy,Harpercollins Canada,['Fiction'],4.0
0399148248,Midnight Bayou,Nora Roberts,Putnam Publishing Group,['Fiction'],4.6
0671027581,Open Season,Linda Howard,Pocket,['Fiction'],3.5
1573229725,Fingersmith,Sarah Waters,Riverhead Books,['Fiction'],5.0
0671534726,Heart Song (Logan),V.C. Andrews,Pocket,['Fiction'],3.6666666666666665
0671873202,Hidden Jewel (Landry),V.C. Andrews,Pocket,['Fiction'],3.3333333333333335
0671007637,Runaways (Orphans),V.C. Andrews,Pocket,['Fiction'],2.5
0671534734,Unfinished Symphony (Logan),V.C. Andrews,Pocket,['Fiction'],4.0
0671534742,Music in the Night (Logan),V.C. Andrews,Pocket,['Fiction'],4.0
0425136981,Shadowfires,Dean R. Koontz,Berkley Publishing Group,['Fiction'],4.0
0440224780,The Ranch,DANIELLE STEEL,Dell,unknown,5.0
0590483404,"A Shocker on Shock Street (Goosebumps, No 35)",R. L. Stine,Scholastic,unknown,3.0
0679419454,Disclosure,Michael Crichton,Alfred A. Knopf,['Fiction'],4.0
0812971043,The Dante Club : A Novel,MATTHEW PEARL,Random House Trade Paperbacks,['Fiction'],5.0
0385509510,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,Doubleday,unknown,4.5
0804115761,Thousand Acres,JANE SMILEY,Ivy Books,unknown,3.5
8807813025,"Novocento, Un Monologo",Alessandro Baricco,Distribooks Inc,['Fiction'],5.0
0441001416,Lyon's Pride (Rowan),Anne McCaffrey,Ace Books,unknown,4.0
0553564927,"The Last Command (Star Wars: The Thrawn Trilogy, Vol. 3)",Timothy Zahn,Bantam,['FICTION'],4.0
0451410378,The Silent Bride (April Woo Suspense Novels (Paperback)),Leslie Glass,Onyx Books,['Fiction'],5.0
1573227889,Tipping the Velvet,Sarah Waters,Riverhead Books,unknown,5.0
0553285920,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,Bantam Books,['Child psychologists'],3.5
0345430514,"Another City, Not My Own: A Novel in the Form of a Memoir",Dominick Dunne,Ballantine Books,['Fiction'],4.0
0061097853,The First Eagle (Jim Chee Novels),Tony Hillerman,HarperTorch,['Fiction'],4.5
0671867091,Remember Me,Mary Higgins Clark,Pocket,['Fiction'],4.0
0590487922,Zlata's Diary: A Child's Life in Sarajevo,Zlata Filipovic,Scholastic Inc,['Children and war'],4.0
0425147517,The Key to Midnight,Dean R. Koontz,Berkley Publishing Group,['Fiction'],4.666666666666667
0345386108,Winter Moon,Dean R. Koontz,Ballantine Books,unknown,4.666666666666667
0671795554,Remember When,Judith McNaught,Pocket,['Fiction'],3.5
0515130044,The Attorney,Steve Martini,Jove Books,unknown,3.0
0553576798,The Other Daughter,LISA GARDNER,Bantam,['Fiction'],5.0
0446525537,A Walk to Remember,Nicholas Sparks,Warner Books,unknown,4.5
